,Name,Class,Rating,Total Rater,Price,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub
474,"Mandarin Oriental, Jakarta",5-star hotel,4.7,"(6,740)","IDR 2,729,945",Jakarta,True,False,True,True,True,False,True
475,"The Ritz-Carlton Jakarta, Pacific Place",5-star hotel,4.7,"(9,761)","IDR 7,152,628",Jakarta,True,False,True,True,True,False,True
476,Fraser Place Setiabudi,5-star hotel,4.6,"(1,766)","IDR 1,516,350",Jakarta,True,False,True,True,True,False,True
477,Oakwood Suites La Maison Jakarta,5-star hotel,4.6,(145),"IDR 1,824,187",Jakarta,True,False,True,False,True,True,True
478,Fraser Residence Menteng Jakarta,5-star hotel,4.6,"(2,240)","IDR 1,205,253",Jakarta,True,False,True,False,True,False,True
479,Fraser Residence Sudirman,5-star hotel,4.6,"(1,506)","IDR 1,564,444",Jakarta,True,False,True,True,True,False,True
480,"The Hermitage, a Tribute Portfolio Hotel, Jakarta",5-star hotel,4.6,"(3,785)","IDR 3,184,443",Jakarta,True,True,True,True,True,False,False
481,Ethan Hotel Cilincing Plaza,5-star hotel,4,(255),"IDR 206,167",Jakarta,True,False,False,False,False,False,False
482,Zest Hotel Yogyakarta,2-star hotel,4.2,"(3,053)","IDR 338,602",Jogjakarta,True,False,True,False,False,True,False
483,Grand Marto Hotel,2-star hotel,4.3,(264),"IDR 248,671",Jogjakarta,True,False,False,False,False,False,False
484,Nueve Malioboro Hotel Yogyakarta,2-star hotel,4.3,"(1,818)","IDR 241,976",Jogjakarta,True,False,True,False,False,True,False
485,Top Malioboro Hotel Jogja,2-star hotel,4.1,"(2,124)","IDR 320,411",Jogjakarta,True,False,False,False,False,True,False
486,POP! Hotel Sangaji,2-star hotel,4.2,"(5,349)","IDR 259,527",Jogjakarta,True,False,False,False,False,True,False
487,Zest Hotel Yogyakarta,2-star hotel,4.2,"(3,053)","IDR 310,823",Jogjakarta,True,False,True,False,False,True,False
488,favehotel Kusumanegara,2-star hotel,4.4,"(6,324)","IDR 560,409",Jogjakarta,True,False,True,False,False,True,False
489,The Patio Yogya,2-star hotel,4.6,(155),"IDR 240,000",Jogjakarta,True,True,False,False,False,False,False
490,POP! Hotel Malioboro - Yogyakarta,2-star hotel,4.1,"(3,496)","IDR 391,459",Jogjakarta,True,False,False,False,False,True,False
491,Whiz Hotel Malioboro Yogyakarta,2-star hotel,4.1,"(3,515)","IDR 498,477",Jogjakarta,True,False,False,False,False,True,False
492,Sagan Huis Hotel,2-star hotel,4.3,(371),"IDR 242,250",Jogjakarta,True,False,False,False,False,True,False
493,Hotel Musafira,2-star hotel,4.3,(948),"IDR 98,893",Jogjakarta,True,False,False,False,False,True,False
494,D'Kayon Hotel,2-star hotel,4.3,"(1,179)","IDR 281,979",Jogjakarta,True,False,False,False,False,True,False
495,Amaris Hotel Malioboro Jogja,2-star hotel,4.3,"(4,185)","IDR 571,908",Jogjakarta,True,False,False,False,False,True,False
496,Sagan Heritage Hotel,2-star hotel,4.3,"(1,765)","IDR 935,000",Jogjakarta,True,False,True,False,False,True,True
497,Woodpecker Pavilion,2-star hotel,3.8,(490),"IDR 322,193",Jogjakarta,True,False,False,False,False,False,False
498,Malioboro Garden Hotel,2-star hotel,4.2,"(1,863)","IDR 216,054",Jogjakarta,True,False,False,False,False,True,False
499,Aveon Express by Daphna International,2-star hotel,4.3,"(1,086)","IDR 273,749",Jogjakarta,True,False,False,False,False,True,False
500,Rene Hotel,2-star hotel,4.1,(565),"IDR 256,535",Jogjakarta,True,False,False,False,False,False,False
501,Matahari Hotel,2-star hotel,4,"(2,518)","IDR 298,606",Jogjakarta,True,False,True,False,False,True,False
502,Batik Cottage Hotel Yogyakarta,2-star hotel,4.3,"(1,051)","IDR 345,969",Jogjakarta,True,False,True,False,False,True,False
503,OYO 296 Wijaya Imperial Hotel,2-star hotel,3.9,(391),"IDR 144,202",Jogjakarta,True,False,False,False,False,False,False
504,Tirta Sanita Hotel & Convention,2-star hotel,3.9,(308),"IDR 196,223",Jogjakarta,True,False,False,False,False,False,False
505,OYO 206 Hotel Candra Kirana,2-star hotel,4.2,(249),"IDR 168,860",Jogjakarta,True,False,False,False,False,False,False
506,Grage Bussines Hotel Yogyakarta,2-star hotel,4.3,"(2,481)","IDR 518,953",Jogjakarta,True,False,False,False,False,True,False
507,Sans Hotel Ekkon Yogyakarta,2-star hotel,4.1,(678),"IDR 333,946",Jogjakarta,True,False,False,False,False,False,False
508,Puri Pangeran Hotel,2-star hotel,4.4,"(1,157)","IDR 276,735",Jogjakarta,True,False,True,True,False,True,False
509,Griya Sentana Hotel,2-star hotel,4.5,(590),"IDR 421,827",Jogjakarta,True,False,False,False,False,True,False
511,Malioboro Inn Hotel,2-star hotel,4.2,"(1,276)","IDR 375,232",Jogjakarta,True,False,True,False,False,True,False
512,SPOT ON 2419 Rumah Nugraha Hotel Syariah,2-star hotel,2.5,(122),"IDR 54,401",Jogjakarta,True,False,False,False,False,False,False
514,Rosalia Indah Hotel,2-star hotel,4.1,(689),"IDR 334,093",Jogjakarta,True,False,False,False,False,True,False
515,OYO 2669 Crown Residence,2-star hotel,3.7,(125),"IDR 91,123",Jogjakarta,True,False,False,False,False,False,False
516,OYO 3935 Artha Ambarukmo Exclusive,2-star hotel,4,(46),"IDR 237,647",Jogjakarta,True,False,False,False,False,False,False
519,Sekar Ayu Hotel Malioboro RedPartner,2-star hotel,4.2,(357),"IDR 168,933",Jogjakarta,True,False,False,False,False,False,False
520,RedDoorz Plus near Stadion Mandala Krida,2-star hotel,4,(438),"IDR 99,528",Jogjakarta,True,False,False,False,False,False,False
523,Teratai Guesthouse Yogyakarta RedPartner,2-star hotel,4.1,(28),"IDR 160,000",Jogjakarta,True,False,False,False,False,False,False
525,OYO 3280 Cendhani Raras,2-star hotel,4.9,(61),"IDR 215,118",Jogjakarta,False,False,False,False,False,False,False
528,Hotel Wisma Ananda,2-star hotel,4.2,(381),"IDR 177,061",Jogjakarta,True,False,True,False,False,False,False
529,OYO 2469 Cashlez Homestay,2-star hotel,4.6,(72),"IDR 206,202",Jogjakarta,True,False,False,False,False,False,False
530,OYO 3083 D Kost Iii Syariah,2-star hotel,4,(90),"IDR 96,686",Jogjakarta,True,False,False,False,False,False,False
532,RedDoorz near UGM 3,2-star hotel,4.2,(231),"IDR 96,396",Jogjakarta,True,False,False,False,False,False,False
535,SPOT ON 2107 Ijo Pupus Syariah Residence,2-star hotel,4.5,(65),"IDR 93,600",Jogjakarta,True,False,False,False,False,False,False
538,OYO 634 Elga Sastro Inn Syariah,2-star hotel,4.4,(216),"IDR 181,126",Jogjakarta,True,False,False,False,False,False,False
539,The Patio Yogya,2-star hotel,4.6,(155),"IDR 240,000",Jogjakarta,True,True,False,False,False,False,False
540,AMAYA SUITES,2-star hotel,4,(569),"IDR 266,039",Jogjakarta,True,False,False,False,False,True,False
541,OYO 572 Omah Gedongkuning Syariah Homestay,2-star hotel,4.4,(129),"IDR 84,686",Jogjakarta,True,False,False,False,False,False,False
542,Happy Family Hotel /dekat Malioboro Yogya/Diy.,2-star hotel,4.1,(283),"IDR 600,000",Jogjakarta,True,False,False,False,False,False,False
543,Hotel Winotosastro,2-star hotel,4.1,(408),"IDR 133,270",Jogjakarta,True,False,False,False,False,False,False
544,Happy Family Hotel /dekat Malioboro Yogya/Diy.,2-star hotel,4.1,(283),"IDR 600,000",Jogjakarta,True,False,False,False,False,False,False
545,Tan Jokteng Garden Guesthouse,2-star hotel,4.4,(59),"IDR 98,344",Jogjakarta,False,False,False,False,False,False,False
546,Airlangga Hotel Prawirotaman,2-star hotel,4.1,(627),"IDR 253,151",Jogjakarta,True,False,True,False,False,True,False
547,Hotel Orlen Yogyakarta,2-star hotel,4.2,(57),"IDR 311,850",Jogjakarta,False,False,False,False,False,True,False
548,Grand Marto Hotel,2-star hotel,4.3,(264),"IDR 244,801",Jogjakarta,True,False,False,False,False,False,False
549,OYO 2627 Ratamya Co-living,2-star hotel,4.3,(128),"IDR 223,168",Jogjakarta,True,False,False,False,False,False,False
550,Nextdoor Homestay,2-star hotel,4.6,(325),"IDR 452,880",Jogjakarta,True,False,True,False,False,False,False
551,Hotel Grha Somaya,2-star hotel,4.1,(385),"IDR 220,037",Jogjakarta,True,False,True,False,False,False,False
552,Aliya Homestay,2-star hotel,4.3,(180),"IDR 160,057",Jogjakarta,True,False,False,False,False,False,False
553,OGH Doni Hotel,2-star hotel,2.7,(598),"IDR 173,555",Jogjakarta,True,False,False,False,False,True,False
554,House of Moedjito,2-star hotel,4.5,(168),"IDR 483,367",Jogjakarta,True,False,False,False,False,False,False
555,Kampung Lawasan Heritage Cottage,2-star hotel,4.6,(594),"IDR 511,639",Jogjakarta,True,False,True,False,False,True,False
556,Hotel Kristina,2-star hotel,4.1,(366),"IDR 681,264",Jogjakarta,True,False,False,False,False,False,False
557,Kampung Lawasan Heritage Cottage,2-star hotel,4.6,(594),"IDR 511,639",Jogjakarta,True,False,True,False,False,True,False
558,Maranatha Grand Hotel Malioboro,2-star hotel,4.2,(460),"IDR 365,513",Jogjakarta,True,False,False,False,False,True,False
559,Hotel Cristalit,2-star hotel,3.8,(230),"IDR 178,831",Jogjakarta,True,False,False,False,False,False,False
561,The Packer Lodge,2-star hotel,4.5,(636),"IDR 237,177",Jogjakarta,True,False,False,False,False,False,False
562,nDalem Eyang Dwijo,2-star hotel,4.5,(219),"IDR 180,000",Jogjakarta,True,False,False,False,False,False,False
563,Red Doorz Near Plaza Ambarukmo,2-star hotel,3.8,(224),"IDR 190,821",Jogjakarta,True,False,False,False,False,False,False
564,Bintang Agung Hotel,2-star hotel,4.1,(227),"IDR 177,211",Jogjakarta,True,False,False,False,False,False,False
565,Hotel Dana,2-star hotel,4,(415),"IDR 111,914",Jogjakarta,True,False,False,False,False,False,False
567,Fortuna Jogja Guest House & RENTAL,2-star hotel,3.9,(71),"IDR 140,000",Jogjakarta,True,False,False,False,False,False,False
568,Hotel Safara Yogyakarta,2-star hotel,4.3,(306),"IDR 170,316",Jogjakarta,True,False,False,False,False,False,False
569,Tjiptorini Jaya Hotel,2-star hotel,4.2,(355),"IDR 176,444",Jogjakarta,True,False,False,False,False,False,False
570,Rumah Roso Homestay,2-star hotel,4.5,(766),"IDR 169,903",Jogjakarta,True,True,False,False,False,True,False
573,OYO 3864 Babaran 71,2-star hotel,4.5,(251),"IDR 196,875",Jogjakarta,True,False,False,False,False,False,False
574,Pondok Parador,2-star hotel,4.8,(40),"IDR 332,500",Jogjakarta,False,False,False,False,False,False,False
576,Soeka Jogja / RedDoorz Near Gejayan 3,2-star hotel,4.8,(55),"IDR 276,645",Jogjakarta,False,False,False,False,False,False,False
579,Arjuna Homestay & Garden Resto,2-star hotel,4.4,(166),"IDR 300,000",Jogjakarta,False,False,True,False,False,False,False
580,Ngampilan Backpacker Hostel,2-star hotel,4.6,(150),"IDR 171,000",Jogjakarta,True,False,False,False,False,False,False
583,OYO 398 Hotel Family Syariah 2,2-star hotel,4.3,(394),"IDR 162,607",Jogjakarta,True,False,False,False,False,False,False
584,RedDoorz @ Sagan Jogja 2,2-star hotel,4,(206),"IDR 84,346",Jogjakarta,True,False,False,False,False,False,False
586,Oriana Homestay,2-star hotel,4.3,(29),"IDR 123,921",Jogjakarta,False,False,False,False,False,False,False
587,RedDoorz near Lippo Mall Yogyakarta,2-star hotel,4.2,(34),"IDR 194,787",Jogjakarta,True,False,False,False,False,False,False
592,New Hotel Lilik,2-star hotel,3.7,(630),"IDR 353,544",Jogjakarta,True,False,False,False,False,True,False
594,Panca Dewi Guest House,2-star hotel,4.3,(28),"IDR 237,500",Jogjakarta,False,False,False,False,False,False,False
597,Ndalem Diajeng Homestay,2-star hotel,4.5,(259),"IDR 112,792",Jogjakarta,True,False,False,False,False,False,False
602,Tiga Dua Homestay,2-star hotel,4.6,(135),"IDR 86,659",Jogjakarta,True,False,False,False,False,False,False
603,Penginapan Prima Syariah,2-star hotel,4.3,(148),"IDR 94,999",Jogjakarta,False,False,False,False,False,False,False
605,Rami Homestay,2-star hotel,4.3,(53),"IDR 249,881",Jogjakarta,False,False,False,False,False,False,False
616,POP! Hotel Timoho - Yogyakarta,3-star hotel,4.3,"(3,087)","IDR 285,488",Jogjakarta,True,False,False,False,False,True,False
617,De Hostel,3-star hotel,4.5,(123),"IDR 264,967",Jogjakarta,True,False,False,False,False,False,False
618,Duta Guest House,3-star hotel,4.3,(400),"IDR 317,793",Jogjakarta,True,False,True,False,True,True,False
619,Grand Malioboro Yogyakarta,3-star hotel,4.3,"(1,970)","IDR 1,098,625",Jogjakarta,True,False,False,False,False,True,False
620,The Victoria Hotel Yogyakarta,3-star hotel,4.4,"(2,948)","IDR 422,681",Jogjakarta,True,False,True,False,False,True,False
621,Prime Cailendra Hotel RedPartner near Malioboro Yogyakarta,3-star hotel,4.4,(177),"IDR 316,071",Jogjakarta,True,False,False,False,False,False,False
622,The Cube Hotel Prawirotaman,3-star hotel,4.2,"(2,439)","IDR 404,730",Jogjakarta,True,False,True,False,False,True,False
623,Yellow Star Hotel - Ambarrukmo,3-star hotel,4.3,"(2,893)","IDR 476,946",Jogjakarta,False,False,False,True,False,True,False
624,All Nite & Day Hotel Gejayan Yogyakarta,3-star hotel,4.1,"(3,157)","IDR 325,584",Jogjakarta,True,False,True,False,False,True,False
625,Tjokro Style Yogyakarta,3-star hotel,4.4,"(3,754)","IDR 313,288",Jogjakarta,True,True,True,True,False,False,True
626,Hotel Citradream Yogyakarta,3-star hotel,4.3,"(2,766)","IDR 283,331",Jogjakarta,True,False,False,False,False,True,False
627,Indies HERITAGE Hotel,3-star hotel,4.3,"(2,137)","IDR 446,963",Jogjakarta,True,False,True,True,False,True,False
628,POP! Hotel Timoho - Yogyakarta,3-star hotel,4.3,"(3,087)","IDR 274,859",Jogjakarta,True,False,False,False,False,True,False
629,Eclipse Hotel,3-star hotel,4.3,(309),"IDR 277,380",Jogjakarta,False,False,True,False,False,True,False
630,Tjokro Style Yogyakarta,3-star hotel,4.4,"(3,754)","IDR 313,288",Jogjakarta,True,True,True,True,False,False,True
631,Ndalem Mantrigawen,3-star hotel,4.3,(276),"IDR 150,591",Jogjakarta,False,False,False,False,False,False,False
632,Tembok Batu Residence,3-star hotel,4.1,"(2,024)","IDR 176,830",Jogjakarta,True,False,False,False,False,True,False
633,Prima In Hotel,3-star hotel,4.3,"(2,612)","IDR 347,221",Jogjakarta,True,False,True,True,False,True,False
634,Kalya Hotel,3-star hotel,4.3,"(2,472)","IDR 322,728",Jogjakarta,True,False,True,False,False,True,False
635,Tasneem Hotel and Convention Yogyakarta,3-star hotel,4.3,"(2,143)","IDR 222,509",Jogjakarta,True,False,False,False,False,True,False
636,De Laxston Hotel,3-star hotel,4.3,"(2,283)","IDR 292,963",Jogjakarta,True,False,True,False,False,True,False
637,The Grand Palace Hotel,3-star hotel,4.2,"(2,198)","IDR 241,052",Jogjakarta,True,False,True,True,False,True,False
638,Hotel Galuh Anindita,3-star hotel,4.3,(426),"IDR 200,000",Jogjakarta,True,False,False,False,False,False,False
639,Hotel Laxston Jl. Magelang,3-star hotel,4.2,"(1,603)","IDR 240,564",Jogjakarta,True,False,False,False,False,True,False
640,favehotel Malioboro Yogyakarta,3-star hotel,4.5,"(4,238)","IDR 343,833",Jogjakarta,True,False,False,False,False,True,False
641,Atrium Premiere Hotel Jogja,3-star hotel,4.3,"(1,931)","IDR 371,260",Jogjakarta,True,False,False,False,False,True,False
642,ibis Styles Yogyakarta,3-star hotel,4.4,"(5,494)","IDR 711,000",Jogjakarta,True,True,True,True,False,True,False
643,Uniq Hotel Yogyakarta,3-star hotel,4.3,"(1,215)","IDR 306,918",Jogjakarta,True,True,False,True,False,True,False
644,Hotel Citradream Yogyakarta,3-star hotel,4.3,"(2,765)","IDR 283,331",Jogjakarta,True,False,False,False,False,True,False
645,Metro Malioboro Living House,3-star hotel,4.4,(580),"IDR 191,784",Jogjakarta,True,False,False,False,False,False,False
646,favehotel Malioboro Yogyakarta,3-star hotel,4.5,"(4,238)","IDR 343,833",Jogjakarta,True,False,False,False,False,True,False
647,Burza Hotel Yogyakarta,3-star hotel,4.4,"(3,457)","IDR 392,785",Jogjakarta,True,False,True,False,False,True,False
648,Lynn Hotel By Horison,3-star hotel,4.3,"(3,042)","IDR 439,906",Jogjakarta,True,False,True,False,False,True,False
649,Hotel NEO Malioboro,3-star hotel,4.5,"(9,048)","IDR 627,283",Jogjakarta,True,False,True,True,False,True,False
650,Adhisthana Hotel,3-star hotel,4.5,"(2,163)","IDR 467,397",Jogjakarta,True,False,True,False,False,True,False
651,Hotel Diana Jogja,3-star hotel,4.4,(627),"IDR 288,410",Jogjakarta,True,False,True,False,False,True,True
652,ibis Styles Yogyakarta,3-star hotel,4.4,"(5,494)","IDR 711,000",Jogjakarta,True,True,True,True,False,True,False
653,Dusun Jogja Village Inn,3-star hotel,4.6,(824),"IDR 394,680",Jogjakarta,True,False,True,True,False,True,True
654,KHAS Tugu Hotel Yogyakarta,3-star hotel,4.5,"(3,978)","IDR 492,680",Jogjakarta,True,False,False,False,False,True,False
655,Atrium Premiere Hotel Jogja,3-star hotel,4.3,"(1,931)","IDR 371,260",Jogjakarta,True,False,False,False,False,True,False
656,Hotel Ibis Laksda Adisucipto,3-star hotel,4.5,"(1,866)","IDR 423,404",Jogjakarta,True,False,True,True,True,True,False
657,ibis Yogyakarta Malioboro,3-star hotel,4.5,"(6,073)","IDR 604,777",Jogjakarta,True,True,True,True,False,True,False
658,OstiC House,3-star hotel,4.7,(541),"IDR 250,783",Jogjakarta,True,False,False,False,False,False,False
659,OYO 348 Hotel Dieng Permai,3-star hotel,3.6,(411),"IDR 112,520",Jogjakarta,True,False,False,False,False,False,False
660,Grand Serela Yogyakarta,3-star hotel,4.3,"(3,373)","IDR 440,001",Jogjakarta,True,False,False,True,False,True,False
661,Adya Nalendra Boutique Hotel,3-star hotel,4.3,(523),"IDR 151,656",Jogjakarta,True,False,False,False,False,True,False
662,Paku Mas Hotel,3-star hotel,4.5,"(1,741)","IDR 481,509",Jogjakarta,True,False,True,False,False,True,False
663,Front One Cabin Malioboro Jogja,3-star hotel,4.6,(504),"IDR 291,275",Jogjakarta,True,False,False,False,False,False,False
664,Java Villas Boutique Hotel & Resto,3-star hotel,4.6,(509),"IDR 802,400",Jogjakarta,True,False,True,False,False,True,False
665,Puri Artha Hotel,3-star hotel,4.3,"(1,472)","IDR 357,599",Jogjakarta,True,False,True,True,False,True,False
666,Yats Colony,3-star hotel,4.6,"(2,955)","IDR 675,000",Jogjakarta,True,False,True,False,False,True,False
667,Tickle Hotel,3-star hotel,4.2,"(1,773)","IDR 345,933",Jogjakarta,True,False,False,False,False,True,False
668,Malioboro Prime Hotel Yogyakarta,3-star hotel,4.2,"(1,840)","IDR 650,000",Jogjakarta,True,False,False,False,False,True,False
669,Ayaartta Hotel Malioboro,3-star hotel,4.4,"(2,578)","IDR 959,736",Jogjakarta,True,False,True,True,False,True,False
670,Pandanaran Prawirotaman Yogyakarta,3-star hotel,4.3,"(2,870)","IDR 303,963",Jogjakarta,True,True,True,True,False,True,False
671,Kotta GO Hotel Yogyakarta,3-star hotel,4.7,(395),"IDR 587,590",Jogjakarta,True,True,False,True,False,True,True
672,The Victoria Hotel Yogyakarta,3-star hotel,4.4,"(2,948)","IDR 469,776",Jogjakarta,True,False,True,False,False,True,False
673,favehotel Malioboro Yogyakarta,3-star hotel,4.5,"(4,237)","IDR 404,241",Jogjakarta,True,False,False,False,False,True,False
674,D'Senopati Malioboro Grand Hotel,3-star hotel,4.4,"(3,035)","IDR 467,220",Jogjakarta,False,False,True,False,False,True,False
675,Hotel Grand Rosela,3-star hotel,4.1,"(1,084)","IDR 375,000",Jogjakarta,True,False,True,False,False,True,False
676,Hotel Novatel,3-star hotel,3.9,(471),"IDR 359,556",Jogjakarta,True,False,False,False,False,False,False
677,Sky Hotel Hayam Wuruk,3-star hotel,4,(796),"IDR 220,447",Jogjakarta,True,False,False,False,False,False,False
678,Hotel Indah Palace Yogyakarta,3-star hotel,4.3,(952),"IDR 406,126",Jogjakarta,True,False,True,False,False,True,False
679,Hotel Mawar Asri,3-star hotel,4.2,(928),"IDR 494,745",Jogjakarta,True,False,False,False,False,True,False
680,h-Boutique Hotel Jogjakarta,3-star hotel,4.3,"(2,573)","IDR 498,025",Jogjakarta,True,False,False,False,False,True,False
681,Cordela Kartika Dewi Hotel,3-star hotel,4.4,"(3,393)","IDR 374,890",Jogjakarta,True,True,False,False,False,True,False
682,Puri Chorus Boutique Hotel,3-star hotel,4.5,(844),"IDR 203,648",Jogjakarta,True,False,False,False,False,True,False
683,Hotel 1001 Malam,3-star hotel,4.2,(293),"IDR 389,164",Jogjakarta,True,False,False,False,False,True,False
684,Septia Malioboro Hotel,3-star hotel,4.1,(759),"IDR 216,000",Jogjakarta,True,False,False,False,False,True,False
686,Prima In Hotel,3-star hotel,4.3,"(2,611)","IDR 409,975",Jogjakarta,True,False,True,True,False,True,False
687,Hotel Ibis Laksda Adisucipto,3-star hotel,4.5,"(1,865)","IDR 554,054",Jogjakarta,True,False,True,True,True,True,False
688,Duta Garden Hotel and Boutique Villa,3-star hotel,4.4,(436),"IDR 704,949",Jogjakarta,True,False,True,False,False,True,False
690,OYO 3726 Tembok Batu Residence,3-star hotel,4.1,"(1,535)","IDR 173,578",Jogjakarta,True,False,False,False,False,True,False
692,Arte Hotel Malioboro,3-star hotel,4.4,"(1,338)","IDR 539,334",Jogjakarta,True,False,False,False,False,True,False
694,Hotel Pyrenees,3-star hotel,4.2,(892),"IDR 579,352",Jogjakarta,True,False,False,False,False,True,False
695,Grage Ramayana Hotel Yogyakarta,3-star hotel,4.3,"(2,097)","IDR 455,531",Jogjakarta,True,False,False,False,False,True,False
697,Aveta Hotel Malioboro,3-star hotel,4.4,"(1,020)","IDR 847,864",Jogjakarta,True,False,True,False,False,True,False
700,Hotel 1001 Malam,3-star hotel,4.2,(293),"IDR 428,685",Jogjakarta,True,False,False,False,False,True,False
701,Metro Guest House,3-star hotel,4.1,"(1,019)","IDR 100,000",Jogjakarta,True,False,True,False,False,True,False
702,Grand Puri Saron Hotel Malioboro,3-star hotel,4.3,"(1,477)","IDR 424,174",Jogjakarta,True,False,False,False,False,True,False
703,Pelem Sewu Cottage Syariah,3-star hotel,4.5,(583),"IDR 400,558",Jogjakarta,True,False,True,False,False,True,False
704,Taman Yuwono Heritage Malioboro,3-star hotel,4.6,(523),"IDR 575,189",Jogjakarta,True,False,False,False,False,False,False
705,Mataram Hotel,3-star hotel,4.1,(393),"IDR 495,507",Jogjakarta,True,False,False,False,False,False,False
706,Metro Malioboro Living House,3-star hotel,4.4,(580),"IDR 188,719",Jogjakarta,True,False,False,False,False,False,False
707,OYO 514 Omah Pari Boutique Hotel,3-star hotel,4.5,(395),"IDR 166,151",Jogjakarta,True,False,False,False,False,True,False
710,OYO 549 KOTAGEDE HERITAGE HOMESTAY,3-star hotel,4.5,(162),"IDR 298,000",Jogjakarta,True,False,False,False,False,False,False
711,OYO 348 Hotel Dieng Permai,3-star hotel,3.6,(411),"IDR 102,898",Jogjakarta,True,False,False,False,False,False,False
712,Hotel Dermaga Keluarga,3-star hotel,4.2,(416),"IDR 254,363",Jogjakarta,True,False,False,False,False,True,False
714,The Cube Hotel Prawirotaman,3-star hotel,4.2,"(2,439)","IDR 529,632",Jogjakarta,True,False,True,False,False,True,False
715,Sans Hotel Heryon Yogyakarta,3-star hotel,4.1,(493),"IDR 155,993",Jogjakarta,True,False,False,False,False,False,False
718,OYO 524 Makuta Hotel,3-star hotel,4,(306),"IDR 88,505",Jogjakarta,True,False,False,False,False,True,False
720,Hotel Sakura Yogyakarta,3-star hotel,3.6,(152),"IDR 200,827",Jogjakarta,True,False,False,False,False,False,False
727,Duta Guest House,3-star hotel,4.3,(400),"IDR 317,793",Jogjakarta,True,False,True,False,True,True,False
728,Tegal Panggung Guest House,3-star hotel,4.5,(263),"IDR 367,423",Jogjakarta,True,False,False,False,False,False,False
729,Adya Nalendra Boutique Hotel,3-star hotel,4.3,(523),"IDR 190,417",Jogjakarta,True,False,False,False,False,True,False
730,Eclipse Hotel,3-star hotel,4.3,(309),"IDR 277,380",Jogjakarta,False,False,True,False,False,True,False
731,Remen Room Bed & Breakfast,3-star hotel,4.6,(696),"IDR 203,251",Jogjakarta,True,False,False,False,False,True,False
732,Pose In Hotel,3-star hotel,3.7,(513),"IDR 355,647",Jogjakarta,False,False,False,False,False,True,False
733,Best City Hotel,3-star hotel,4.2,"(2,471)","IDR 252,000",Jogjakarta,True,False,False,False,False,True,False
734,Adilla Syariah Hotel,3-star hotel,4.4,"(1,235)","IDR 237,105",Jogjakarta,True,False,False,False,False,False,False
735,Yobel Hotel,3-star hotel,4.7,(122),"IDR 359,897",Jogjakarta,True,False,False,False,False,False,False
736,Delta Homestay,3-star hotel,4.1,(178),"IDR 348,840",Jogjakarta,True,False,True,False,False,True,False
737,Cantya Hotel,3-star hotel,4.1,(707),"IDR 319,891",Jogjakarta,True,False,True,True,True,True,False
738,Sans Hotel Heryon Yogyakarta,3-star hotel,4.1,(493),"IDR 108,564",Jogjakarta,True,False,False,False,False,False,False
739,The Kresna Hotel,3-star hotel,4.4,(197),"IDR 269,999",Jogjakarta,True,False,False,False,False,True,False
740,Sans Hotel Nagari Malioboro,3-star hotel,4.3,(740),"IDR 437,807",Jogjakarta,True,False,False,False,False,False,False
742,Hotel Yogya Kembali,3-star hotel,3.9,(452),"IDR 133,317",Jogjakarta,True,False,False,False,False,False,False
743,Hinggil Homestay Syariah RedPartner,3-star hotel,4.5,(169),"IDR 235,160",Jogjakarta,True,False,False,False,False,False,False
744,Hinggil Homestay Syariah RedPartner,3-star hotel,4.5,(169),"IDR 241,920",Jogjakarta,True,False,False,False,False,False,False
745,Agung Mas Hotel Yogyakarta,3-star hotel,4.3,(826),"IDR 235,564",Jogjakarta,True,False,False,False,False,True,False
746,Pondok Kampoeng Djawa Guest House,3-star hotel,4.3,(196),"IDR 197,797",Jogjakarta,True,False,False,False,False,False,False
747,De Hostel,3-star hotel,4.5,(123),"IDR 248,330",Jogjakarta,True,False,False,False,False,False,False
749,Kirana Hotel,3-star hotel,4.6,(143),"IDR 427,501",Jogjakarta,True,False,False,False,False,True,False
750,Hotel Yogya Kembali,3-star hotel,3.9,(452),"IDR 104,744",Jogjakarta,True,False,False,False,False,False,False
752,Bedhot Homestay,3-star hotel,4.6,(317),"IDR 500,764",Jogjakarta,True,False,False,False,False,True,False
753,Villa Pondok Terra,3-star hotel,4.5,(169),"IDR 1,600,000",Jogjakarta,True,False,True,False,False,False,False
754,Dasinem Family Homestay,3-star hotel,4.7,(353),"IDR 220,381",Jogjakarta,True,False,False,False,False,False,False
755,Hotel Atalie Malioboro,3-star hotel,4.3,(390),"IDR 554,149",Jogjakarta,True,False,False,False,False,False,False
756,The Manohara Hotel Yogyakarta,4-star hotel,4.7,(987),"IDR 703,000",Jogjakarta,True,True,True,True,True,False,False
757,Grand Inna Malioboro,4-star hotel,4.6,"(16,059)","IDR 810,152",Jogjakarta,True,False,True,True,True,False,True
758,THE 1O1 Yogyakarta Tugu,4-star hotel,4.6,"(8,637)","IDR 946,324",Jogjakarta,True,False,True,True,True,True,False
759,Swiss-Belboutique Yogyakarta,4-star hotel,4.8,"(7,628)","IDR 686,139",Jogjakarta,True,True,True,True,True,False,False
760,Gallery Prawirotaman Hotel,4-star hotel,4.5,"(3,003)","IDR 599,649",Jogjakarta,True,False,True,True,True,True,False
761,The Manohara Hotel Yogyakarta,4-star hotel,4.7,(987),"IDR 594,405",Jogjakarta,True,True,True,True,True,False,False
